motif,Naive,CM,EM,PD1_Low
SH3,0.011518504884909667,-0.04740788622375111,-0.09179743489393756,-0.04140724704440091
WW,-0.010125706450399305,-0.008822886436105045,-0.07795758856509839,-0.037011776761715735
LIR,-0.05479045298219222,-0.07551626611651022,-0.025260618191325183,-0.040405525849194796
MAPK,-0.013413583721085734,0.006284812912636113,-0.06559602695452693,0.004120428712212895
PDZ,0.00558242549502286,-0.06168729202599274,0.013302297482747416,-0.03245394301817226
BIR,-0.011168430811825373,0.038208263830011684,-0.05596448918720349,0.009151448670252195
SH2,-0.03514464751270821,-0.05195971625335241,-0.04168950762069341,-0.029677167417468075
14-3-3,-0.024811832896520555,-0.04651334782753196,0.024551658589801552,-0.008136604577095882
SUMO,-0.0007888494165166772,-0.002844562868356375,-0.043754960589583516,-0.03219812486889414
USP7,-0.029532427733243043,-0.0067130501533719305,-0.040679633600353884,-0.011803412762887565
FHA,0.0015186404235561883,-0.03918801120068064,-0.03774369819442807,-0.03382853605782008
UBA3,-0.03705634946242222,0.018580538277495964,-0.026290204131417576,-0.005614186582725368
TYR,-0.035912378014380006,-0.018753241695037857,0.007804159646230109,-0.009752035774782522
REV1ctd,-0.023074582915272843,-0.013557567050958907,0.035209551847426634,0.009439599434416645
Arc,-0.009983077560460006,-0.03486017829507872,-0.0127887282913503,-0.03216132513269851
WRC,-0.019620741526635357,-0.0343926346399798,0.02034542303960238,-0.007281798981505487
WD40,-0.02663551282395323,-0.03253952004375786,-0.03378984563022202,-0.019790210664774963
CYCLIN,-0.0179349664729546,0.030168820193428675,-0.03366531849808382,-0.011964305242361218
PTB,-0.005519230419303342,-0.03270102893944881,-0.0005734230128350559,-0.004729157255497712
CKS1,-0.01167396251702501,0.03015582782487414,-0.031442970896048486,0.014239575615072048
APCC,-0.014711426634143612,-0.02904594073712865,0.022454454963873362,0.00670885993879333
PP4,-0.013786992936610176,0.007641427165637553,-0.02716018277420459,0.005363634494499762
TRAF2like,-0.026832055905504856,-0.012678093713166399,0.002925981579393457,-0.0063142675475470296
TRAF6,-0.01831153176130389,-0.02641989284603779,0.011026198641283815,0.007964632304652983
eIF4E,-0.012932584610891662,-0.02447999504644461,0.011762929420939788,0.008293470159268816
Pex14,-0.014598963070817175,-0.01900158475377845,0.018817855311067964,0.021868193719714307
ANK,-0.020532427808785628,-0.0045158841912603855,0.008728397339159335,0.007422747914710305
BRCT,-0.007926277233958036,0.012993627715051045,-0.020131611375898174,-0.004062655813840156
MYND,-0.012300837012697404,-0.01550216303572931,0.013841814046984289,0.019764171172309667
MSH2,-0.0021240964855839075,-0.008639968275109053,-0.01963790235615745,-0.005954265666942988
TRAF4,-0.006981531868300186,0.009073251909506226,-0.017389563847336358,-0.00983074115441246
TRFH,0.01703449424159928,-0.008030984690956542,0.007706126378134305,0.006949288481757483
PP1,-0.004073057752179168,0.0036966926918082406,-0.01695778527759381,-0.006873814948358081
Clathr,0.0008165528499506986,0.016458483253986092,-0.012624335858048497,-0.005338144725546354
EVH1,0.014557359015453354,-0.014161679704162105,-0.013503276728740679,-0.003375879330751577
Integrin,-0.00641586280795324,0.005789662893943697,0.013960809255108005,0.0058500562932810125
deltaCOP1,0.010028373843756763,0.013732964212220422,-0.008852868277912063,0.00478091043444981
DLG,-0.008293015942126367,-0.013420480964074909,0.011419486330382896,-0.0039692710980729585
NRP,0.007379986295503472,-0.013398251075702965,0.0015121969221291078,-0.006546245324450756
PP2A,-0.008759702086725584,-0.0033855571616074496,-0.005109906937766298,0.011281499646046814
CDC14,-0.0034792195932649046,0.0053821874201121275,-0.002663909694241707,0.009578934273992425
GBD,0.004794038633367258,-0.005967682628551479,-0.005475830331845488,-0.002833728184743933
CSL,-0.0007825219163834304,0.004496172765731566,-0.0055693653013933475,0.00021514521610564315
IRF7,-0.0001594762148831289,-0.0055401363658353015,-5.745323896046888e-05,-0.0018885043408504935
PP2B,-0.0029148934847512188,0.001666248362813445,-0.0002915225463783755,-0.005277838897750177
PCNA,0.001257251134515993,0.0020453227726013336,-0.0034346226550013496,0.0017183408781690345
Actin,-0.0027907875397983695,0.0024669127568224254,-0.0016350532504002995,0.0033289160934062336
LYPXL,0.0026904175549045954,-0.0022955907076651497,0.00028267929459049965,0.0017633347775069218
