motif,Naive,CM,EM,PD1_Low
FHA,-8.163573401757908,-7.49123040264641,-7.869209441436797,-8.609324417858165
PDZ,6.710983751375312,6.5898532049143,7.304458150522318,7.598118377656401
PP2A,5.670010156823857,4.244697469309617,5.364932865038235,5.715336654925432
14-3-3,-4.82565833914389,-3.5196016774368966,-4.2263097892122845,-4.566344795710627
SH3,3.7164237119092545,1.7987533497629844,2.2986621904296975,3.3085019695851234
MAPK,-3.1380207335689407,-1.9339348267286591,-2.5530856728027076,-2.578038635959493
WRC,-2.671506187027849,-2.8726433233703457,-2.762199896096656,-3.031393093108533
LIR,-1.9545382097149755,-2.467826254320384,-2.8801842526003827,-2.3553883505653777
SH2,1.4521951660928867,2.701671471711818,2.8501537467455647,2.0383509313802635
WW,-2.443165771748539,-1.260155718446762,-1.4247737810186905,-2.2662864784308483
CYCLIN,-2.3019086274333422,-1.3966943226848292,-1.9584684094565146,-1.8113751874525532
SUMO,0.986244198046507,1.94207171304215,1.396225385823756,1.6044699232742012
PP4,-0.7660526005513602,-1.0086363609692781,-1.5022891980210904,-0.22612741871795225
TRAF6,-0.13685782458524404,-0.7583427339880201,-1.3153399794364964,-0.1791176223484054
BIR,1.2312881808709406,0.8762541215306694,1.2449470477423703,1.2599119174775772
USP7,0.45537830596795126,-1.0635850179403865,-0.8395901149358213,-0.2094619289902443
WD40,-0.0703940977425268,-0.8928580980481622,-0.28837761132825757,-0.3930135365172137
